area_type,availability,location,size,society,total_sqft,bath,balcony,price,latitude,longitude
Built-up  Area,Ready To Move,Old Airport Road,3 BHK,Neise P,1096,2,1,68,12.9572062,77.6741501
Super built-up  Area,18-May,Chandapura,4 BHK,Jaades ,1160,2,2,204,12.8009043,77.7114908
Super built-up  Area,18-Dec,Yelahanka,2 BHK,SunceEs,1269,5,1,25.88,13.1006982,77.5963454
Super built-up  Area,Ready To Move,Mysore Road,2 BHK,DStus S,1586,2,3,33.1,12.9466619,77.5300896
Super built-up  Area,19-Jan,Bannerghatta Road,3 BHK,PrntaEn,1376,3,2,115,12.9504037,77.6033713
Super built-up  Area,18-Oct,Naganathapura,3 BHK,DSnjh S,1452,2,2,62.93,12.8717952,77.6655933
Super built-up  Area,Ready To Move,JP Nagar,3 BHK,Malmsri,1538,2,2,68,12.9096941,77.5866067
Plot  Area,Ready To Move,Hebbal,3 BHK,Sreat R,1427,2,1,240,13.0382184,77.5919
Super built-up  Area,Ready To Move,Sonnenahalli,4 BHK,Emceske,1220,3,1,650,12.9433048,77.4801187
Built-up  Area,Ready To Move,Abbaiah Reddy Layout,3 BHK,Laiteya,1197,2,2,42,12.9792262,77.680936
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSaveik,1573,3,1,38.5,12.9963995,77.7614229
Super built-up  Area,Ready To Move, Devarachikkanahalli,4 BHK,Toindls,1135,1,2,700,12.9004917,77.6039129
Super built-up  Area,Ready To Move,KR Puram,3 BHK,Heate L,2045,3,2,71,13.007516,77.695935
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,SViseun,1268,3,2,43,12.8463512,77.6690975
Super built-up  Area,18-May,Nehru Nagar,2 BHK,Sryalan,883,3,2,33.5,12.9869634,77.5755584
Super built-up  Area,Ready To Move,Panathur,3 BHK,Undge T,1600,2,1,63,12.9351457,77.7047541
Super built-up  Area,18-May,Rajaji Nagar,3 BHK,Prcesvy,1056,3,3,125,12.9945793,77.5503967
Super built-up  Area,18-Jul,Kanakpura Road,2 BHK,ProdsWe,4500,3,3,124,12.8856913,77.5526564
Super built-up  Area,Ready To Move,Hosa Road,3 BHK,JRrnauv,1204,2,2,56.5,12.8816077,77.6448181
Super built-up  Area,18-Aug,Hosur Road,3 BHK,Sosisic,1410,2,1,107,12.9193621,77.6214458
Super built-up  Area,18-May,Ashwath Nagar,3 BHK,PuendWe,1460,2,2,130,13.0467537,77.6321873
Built-up  Area,Ready To Move,Harlur,2 BHK,Raeusiy,1310,2,2,65,12.9058923,77.675465
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Prncyrn,1600,2,2,77,13.054713,77.6339258
Built-up  Area,18-Apr,Dodda Nekkundi,3 BHK,Bhmesy ,1665,3,1,90,12.9686859,77.6966093
Super built-up  Area,Ready To Move,Avalahalli,2 BHK,Srsami ,1345,3,2,58,12.9437456,77.5402044
Built-up  Area,Ready To Move,Sonnenahalli,3 BHK,Sohea A,1416,4,1,108,12.9433048,77.4801187
Super built-up  Area,Ready To Move,Kambipura,2 BHK,Skacak ,1145,2,1,56,12.882271,77.4606466
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Prrtht ,1231,2,2,39,13.1006982,77.5963454
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,PuziaVe,1664,2,2,100,13.054713,77.6339258
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Bhmesy ,972,4,1,70,12.9963995,77.7614229
Plot  Area,Ready To Move,KR Puram,4 BHK,StodsWa,3155,3,2,330,13.007516,77.695935
Super built-up  Area,Ready To Move,Tejaswini Nagar,2 BHK,Gasom B,1007,5,3,58,12.8601269,77.6053051
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Dhndsh ,1250,2,1,54,13.0351224,77.631944
Built-up  Area,Ready To Move,Govindapura,2 BHK,Elley B,994,2,1,80.3,13.0341085,77.6198029
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,2 BHK,AbarkVa,1220,2,2,88,12.9086807,77.6486567
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Putus L,1441,2,1,90,12.9239386,77.6396966
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,SJityaz,1157,3,1,74.93,12.9055682,77.5455438
Super built-up  Area,Ready To Move,Singasandra,3 BHK,Aklia R,1400,2,2,57,12.8810223,77.6490068
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,SRensar,675,3,2,67,12.9116225,77.6388622
Super built-up  Area,Ready To Move,Jigani,2 BHK,NRosete,1430,3,1,46,12.7756195,77.6324661
Built-up  Area,Ready To Move,Yelahanka,3 BHK,DLhtsen,1075,3,2,58,13.1006982,77.5963454
Super built-up  Area,Ready To Move,Rajiv Nagar,3 BHK,Neite T,1570,3,3,73.95,13.0189644,77.5443026
Built-up  Area,Ready To Move,Byadarahalli,2 BHK,Ahntyve,1011,3,2,43,12.983302,77.4809397
Built-up  Area,Ready To Move,Balagere,3 BHK,Prurten,1450,2,2,316,12.9377243,77.7280705
Super built-up  Area,18-Dec,Whitefield,2 BHK,Soresea,1126,2,2,68,12.9963995,77.7614229
Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,Veales ,1200,2,1,85,13.0367725,77.6549479
Super built-up  Area,18-Aug,Thanisandra,2 BHK,S2ionrn,1180,2,2,42.28,13.054713,77.6339258
Super built-up  Area,Ready To Move,Hennur Gardens,2 BHK,MenueNo,1933,2,3,46,13.0376905,77.6432902
Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,PlhtsHe,610,3,2,115,13.0082277,77.6941931
Super built-up  Area,19-Mar,Thigalarapalya,2 BHK,Saesttt,1300,2,0,47.32,13.0170955,77.4829741
Super built-up  Area,Ready To Move,Kadabagere,2 BHK,Prtanha,1864,3,2,105,12.9812832,77.5352373
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Jahipa ,1200,2,2,13.5,12.8856913,77.5526564
Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,Atarebe,1735,3,1,78,13.0082277,77.6941931
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Prityel,1750,2,1,42,13.0351224,77.631944
Super built-up  Area,18-Sep,Sonnenahalli,3 BHK,Shxorm ,1009,2,1,75.99,12.9433048,77.4801187
Built-up  Area,18-Feb,7th Phase JP Nagar,2 BHK,Skacak ,985,3,1,59,12.9136133,77.595695
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,BriumMi,1277,2,1,102,12.9239386,77.6396966
Super built-up  Area,Ready To Move,Attibele,2 BHK,Soe 2as,1100,2,1,36,12.7751249,77.7709216
Plot  Area,18-Dec,Sarjapur  Road,3 BHK,AkArkti,1820,2,2,110,12.9239386,77.6396966
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,MJinele,1886,3,1,45,13.0351224,77.631944
Super built-up  Area,Ready To Move,Anwar Layout,3 BHK,Samittv,1880,3,1,140,12.9803398,77.6304694
Super built-up  Area,19-Dec,Kathriguppe,1 BHK,UKicte ,1255,3,2,28,12.925021,77.5508875
Super built-up  Area,Ready To Move,Old Airport Road,3 BHK,Prone M,700,2,1,77.99,12.9572062,77.6741501
Built-up  Area,Ready To Move,Bellandur,3 BHK,AlEcone,1025,3,1,120,12.9361208,77.6671843
Super built-up  Area,Ready To Move,GM Palaya,2 BHK,Krine O,3453,2,1,62,12.974779,77.6654084
Built-up  Area,Ready To Move,BTM 2nd Stage,3 BHK,Srg Bnc,1850,6,2,70,12.9140788,77.6188862
Built-up  Area,Ready To Move,HSR Layout,3 BHK,SNe 2ev,3522,2,1,172,12.9116225,77.6388622
Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Ammesss,1244,2,2,56,13.0394104,77.5197351
Built-up  Area,Ready To Move,Whitefield,2 BHK,Juoryma,1025,2,2,45,12.9963995,77.7614229
Super built-up  Area,18-Jun,Nallurhalli,2 BHK,Asarqz ,1034,3,3,77,12.9766408,77.7248845
Super built-up  Area,18-May,Whitefield,2 BHK,CMoneoo,1191,2,1,62,12.9963995,77.7614229
Super built-up  Area,Ready To Move,Banashankari,3 BHK,Brony H,1719,2,1,140,12.9278196,77.556621
Super built-up  Area,Ready To Move,Jakkur,3 BHK,PrdgeSo,1470,4,2,205,13.0784743,77.6068938
Super built-up  Area,Ready To Move,Hennur,3 BHK,BrdgeNo,1752.12,2,1,110,13.037077,77.6413572
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Shateor,2990,2,2,52.35,12.8856913,77.5526564
Super built-up  Area,21-Dec,Electronic City Phase II,2 BHK,PrarePa,1660,5,2,36,12.8463512,77.6690975
Built-up  Area,18-Aug,Whitefield,2 BHK,Sryalan,1275,2,2,29.6,12.9963995,77.7614229
Built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,ArsiaEx,1392,2,0,247,12.9239386,77.6396966
Super built-up  Area,Ready To Move,Kodihalli,3 BHK,Adeatlm,1245,5,1,140,12.9624481,77.6463772
Super built-up  Area,Ready To Move,Jalahalli,4 BHK,Soianal,1162,2,2,716,13.0394104,77.5197351
Super built-up  Area,18-Dec,Kengeri Satellite Town,2 BHK,Vaniai ,1476,2,2,88,12.9229728,77.4842926
Super built-up  Area,18-Dec,Sarjapur  Road,2 BHK,DSestSt,943,2,0,28.57,12.9239386,77.6396966
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,DSlesSp,1113,1,2,38,12.9229728,77.4842926
Super built-up  Area,18-Jan,Kasavanhalli,3 BHK,DSestSt,1615,3,2,33.34,12.9047595,77.6759172
Super built-up  Area,Ready To Move,Hosa Road,3 BHK,Maowsve,1279,3,2,71,12.8816077,77.6448181
Super built-up  Area,18-Dec,Harlur,3 BHK,SJerse ,1350,2,2,84.22,12.9058923,77.675465
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,SosicCl,1357,2,1,125,13.0082277,77.6941931
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,Brica E,1645,3,1,170,12.9504037,77.6033713
Super built-up  Area,Ready To Move,Electronic City,3 BHK,SNity S,845,2,2,85,12.8487599,77.648253
Super built-up  Area,Ready To Move,Banashankari Stage VI,3 BHK,Pao 3ow,1210,3,2,63.43,12.8849238,77.5154846
Super built-up  Area,20-Oct,Whitefield,3 BHK,Brens7 ,1879,2,2,69.46,12.9963995,77.7614229
Super built-up  Area,18-Mar,Yeshwanthpur,2 BHK,Asarqz ,1250,3,1,59.76,13.0176937,77.5555009
Super built-up  Area,Ready To Move,Singasandra,2 BHK,IBityin,1108,2,2,64.08,12.8810223,77.6490068
Super built-up  Area,Ready To Move,Jigani,3 BHK,EAvarum,1157,2,0,73,12.7756195,77.6324661
Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,DLhtsen,1185,2,2,48,12.9239386,77.6396966
Super built-up  Area,Ready To Move,Varthur,2 BHK,VHinoel,1751,2,2,44.5,12.9406508,77.746988
Super built-up  Area,20-Dec,Keshava Nagar,3 BHK,Myple M,1880,2,2,69.43,12.9598176,77.5335655
Super built-up  Area,Ready To Move,Sompura,2 BHK,ETens G,1322.5,3,3,100,12.8778283,77.4972385
Built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Suiseit,1407,2,1,65,12.9945793,77.5503967
Super built-up  Area,18-Aug,Hebbal,2 BHK,ProdsWe,1000,4,2,123,13.0382184,77.5919
Super built-up  Area,19-Mar,Ardendale,3 BHK,Raard B,1518,2,0,117,13.0261316,77.7664705
Super built-up  Area,Ready To Move,Varthur,2 BHK,Prityel,1027,4,2,32,12.9406508,77.746988
Super built-up  Area,18-Sep,Sarjapur  Road,2 BHK,Soamsay,3730,2,2,64.15,12.9239386,77.6396966
Super built-up  Area,Ready To Move,Hosur Road,3 BHK,Adeatlm,1145,2,2,155,12.9193621,77.6214458
Super built-up  Area,17-Jun,Marathahalli,3 BHK,Collsrn,1260,4,3,50,12.9552572,77.6984163
Super built-up  Area,19-Mar,Sarjapur  Road,3 BHK,Unezes ,1500,2,1,60,12.9239386,77.6396966
Super built-up  Area,19-Oct,Ramamurthy Nagar Extension,3 BHK,AsastDe,1737,2,2,75,13.0033507,77.5618255
Built-up  Area,Ready To Move,Green Glen Layout,2 BHK,SaaceSa,3517,5,2,42.66,12.9269039,77.6701877
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,Soweray,1500,3,0,115,12.9504037,77.6033713
Super built-up  Area,Ready To Move,Whitefield,3 BHK,SNity S,1030,2,2,96.5,12.9963995,77.7614229
Super built-up  Area,20-Dec,Jalahalli,3 BHK,Somns T,1057,2,0,40.985,13.0394104,77.5197351
Built-up  Area,Ready To Move,Yelachenahalli,2 BHK,Prensin,2774,3,2,98.49,12.897971,77.5700846
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Shentnd,1460,2,3,50,12.8487599,77.648253
Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,Briumri,1075,3,2,75,13.0184718,77.5577542
Super built-up  Area,18-May,Dairy Circle,2 BHK,Sahtsva,3626,2,2,67,12.9356855,77.6012737
Super built-up  Area,Ready To Move,HSR Layout,4 BHK,Soeurri,1139.7,2,1,430,12.9116225,77.6388622
Built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,NRosete,1074,3,1,46,12.9945793,77.5503967
Super built-up  Area,18-Aug,Begur Road,2 BHK,ProdsWe,2425,2,1,113,12.8856188,77.6252418
Super built-up  Area,Ready To Move,Varthur,3 BHK,Dhalsh ,1323,2,2,47.25,12.9406508,77.746988
Super built-up  Area,Ready To Move,Hennur,3 BHK,DSingSt,1232,3,3,57.32,13.037077,77.6413572
Super built-up  Area,18-Dec,Hegde Nagar,4 BHK,Exitym ,740,4,1,161.5,13.0720352,77.6333905
Built-up  Area,Ready To Move,Hennur Road,3 BHK,Sonosty,1920,2,2,135,13.0351224,77.631944
Super built-up  Area,18-Dec,Kammasandra,2 BHK,Inaxyga,1550,3,2,46.5,13.079198,77.7136366
Super built-up  Area,Ready To Move,Old Airport Road,2 BHK,Sulya A,1588,2,3,35,12.9572062,77.6741501
Super built-up  Area,18-Dec,Thanisandra,4 BHK,Jaades ,1340,3,2,208,13.054713,77.6339258
Super built-up  Area,Ready To Move,Hormavu,2 BHK,SLaceda,1719,4,2,38.5,13.016672,77.6548126
Super built-up  Area,Ready To Move,Kodihalli,2 BHK,ARureig,1107.83,2,2,53.7,12.9624481,77.6463772
Super built-up  Area,19-Dec,Singasandra,4 BHK,Priesla,1660,3,1,788,12.8810223,77.6490068
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SLowse ,1247,4,2,45,12.9963995,77.7614229
Super built-up  Area,18-Jun,Sarjapur  Road,2 BHK,ARipsul,1595,3,3,42.8,12.9239386,77.6396966
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Puallhi,1175,3,1,175,12.9239386,77.6396966
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Maantr ,1184,4,2,74,13.0351224,77.631944
Super built-up  Area,18-Aug,Kalena Agrahara,2 BHK,Puachal,1100,2,2,69.61,12.8658068,77.5911918
Super built-up  Area,Ready To Move,Hebbal,1 BHK,Soe 2as,1200,2,1,23.65,13.0382184,77.5919
Super built-up  Area,18-Dec,Bannerghatta Road,3 BHK,Mahosya,1000,3,1,134,12.9504037,77.6033713
Super built-up  Area,Ready To Move,Gunjur,3 BHK,SNity S,1705,3,1,96,12.9209772,77.7361016
Super built-up  Area,Ready To Move,Hennur,3 BHK,MyhtsHe,1060,3,3,90,13.037077,77.6413572
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,MDncyhi,1347,2,1,54.27,13.054713,77.6339258
Super built-up  Area,Ready To Move,Horamavu Agara,3 BHK,Soitya ,1402,1,1,135,13.0367725,77.6549479
Super built-up  Area,Ready To Move,Jakkur,2 BHK,Maows M,2280,2,1,41.51,13.0784743,77.6068938
Super built-up  Area,18-Dec,Nagavara,3 BHK,BrdgeNo,1080,2,3,104,13.0374647,77.623602
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,K dotna,1100,2,2,58.56,13.054713,77.6339258
Super built-up  Area,18-May,Kaggadasapura,3 BHK,Bhmesy ,2500,3,1,96,12.9846713,77.6790908
Super built-up  Area,Ready To Move,Old Airport Road,2 BHK,JaaldEm,1200,3,3,50,12.9572062,77.6741501
Super built-up  Area,Ready To Move,Byrasandra,2 BHK,VSletes,1565,2,2,78,12.9822173,77.6657841
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Srhan P,2882,2,2,55,13.1006982,77.5963454
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,Niareum,2180,3,1,60,12.9055682,77.5455438
Built-up  Area,Ready To Move,Yelahanka,2 BHK,KBnnupu,985,6,1,52,13.1006982,77.5963454
Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,Prensya,950,2,1,85,13.0184718,77.5577542
Built-up  Area,Ready To Move,Chikka Tirupathi,3 BHK,Mairer ,1449,6,2,58.3,12.8957681,77.8671014
Super built-up  Area,17-Mar,Varthur,3 BHK,DiiteR ,1003.5,2,2,55,12.9406508,77.746988
Super built-up  Area,17-Dec,Whitefield,2 BHK,Unris E,3009,2,1,95,12.9963995,77.7614229
Super built-up  Area,18-Oct,5th Phase JP Nagar,3 BHK,Prtates,1300,2,2,125,12.91241,77.591056
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Maodser,1220,2,1,53,12.8856188,77.6252418
Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Dhalsh ,2289,2,1,42.6,12.9239386,77.6396966
Super built-up  Area,Ready To Move,Bannerghatta Road,4 BHK,DSndsod,1170,4,2,225,12.9504037,77.6033713
Super built-up  Area,22-Jan,Begur Road,2 BHK,PrarePa,883,2,2,78,12.8856188,77.6252418
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Dhalsh ,1698,5,2,57.91,12.9963995,77.7614229
Super built-up  Area,18-Dec,Krishna Reddy Layout,4 BHK,Prtates,1185,2,2,200,12.9530237,77.6418641
Super built-up  Area,Ready To Move,Abbigere,3 BHK,RahtsHe,2051,2,2,273,13.0742739,77.5288653
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,SLtias ,1252,2,1,38.92,12.9116225,77.6388622
Built-up  Area,Ready To Move,Ayappa Nagar,2 BHK,Sondaka,2500,2,1,35,13.0470679,77.5562505
Super built-up  Area,Ready To Move,Hoskote,3 BHK,Spity E,970,2,1,72,13.0318443,77.7618779
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Soose P,1639.5,2,1,28.095,12.9116225,77.6388622
Plot  Area,Ready To Move,3rd Block Hrbr Layout,3 BHK,Prldsum,5000,4,2,330,13.0255533,77.6313982
Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Icncy R,1635,5,3,95,12.8856913,77.5526564
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Hahtsya,3425,2,2,60,12.9239386,77.6396966
Super built-up  Area,Ready To Move,Whitefield,3 BHK,SoniaEt,2950,3,1,178,12.9963995,77.7614229
Super built-up  Area,18-Jan,Kambipura,2 BHK,Suhamra,1200,4,1,56,12.882271,77.4606466
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Prrtht ,4450,2,2,45,13.054713,77.6339258
Built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,Soitya ,1166,2,1,125,12.8463512,77.6690975
Super built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,ManceEl,2390,2,2,75,12.9181023,77.5576638
Super built-up  Area,20-Dec,Electronic City Phase II,3 BHK,SollyCl,1690,4,2,180,12.8463512,77.6690975
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,Brods W,1732,2,1,67,12.9945793,77.5503967
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,PhestOn,1095,2,1,340,12.9846713,77.6790908
Built-up  Area,Ready To Move,Whitefield,2 BHK,Suwerlo,416,3,2,52.5,12.9963995,77.7614229
Super built-up  Area,19-Sep,9th Phase JP Nagar,3 BHK,DSersus,1350,4,1,92.63,12.9107357,77.5829631
Built-up  Area,Ready To Move,Ramagondanahalli,4 BHK,ImiteEl,1226,3,0,300,12.9558969,77.7405826
Super built-up  Area,18-Jul,Harlur,3 BHK,ViistLa,1168,6,2,57,12.9058923,77.675465
Built-up  Area,Ready To Move,Hennur Road,3 BHK,Femes S,1776,2,2,320,13.0351224,77.631944
Built-up  Area,19-Mar,Jalahalli,4 BHK,Gollela,1634,2,2,253,13.0394104,77.5197351
Super built-up  Area,18-Dec,Hebbal,1 BHK,Vaniai ,1190,2,1,66,13.0382184,77.5919
Super built-up  Area,Ready To Move,Yeshwanthpur,4 BHK,Brium C,1133,3,1,449,13.0176937,77.5555009
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,IBityin,1559,5,2,64.08,12.9945793,77.5503967
Super built-up  Area,Ready To Move,Gulimangala,3 BHK,PhestOn,6652,2,2,372,12.8492767,77.7001531
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Daxir E,2940,2,2,50,13.054713,77.6339258
Super built-up  Area,21-Dec,Sector 2 HSR Layout,3 BHK,Bhe 2ko,1633,3,1,85.73,12.9086807,77.6486567
Built-up  Area,Ready To Move,Kengeri,2 BHK,DShtsow,1151,3,2,85.41,12.9176571,77.4837568
Super built-up  Area,19-Dec,Yelahanka,1 BHK,VBn 2lm,1400,2,1,17.19,13.1006982,77.5963454
Built-up  Area,Ready To Move,Thanisandra,3 BHK,NCs 2rj,1037,2,2,85,13.054713,77.6339258
Super built-up  Area,Ready To Move,Hegde Nagar,2 BHK,Moity S,1060,2,1,65,13.0720352,77.6333905
Super built-up  Area,Ready To Move,Bannerghatta,3 BHK,Dhniail,2215,3,0,68,12.872129,77.5938554
Super built-up  Area,19-Dec,Whitefield,3 BHK,Mamespa,1075,3,2,124,12.9963995,77.7614229
Built-up  Area,Ready To Move,Whitefield,3 BHK,CMionsy,2569,2,1,68,12.9963995,77.7614229
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,Pae 1ov,1183,3,1,70,12.9096941,77.5866067
Super built-up  Area,18-Aug,Suraksha Nagar,2 BHK,DSvvyx ,1100,3,3,33.99,12.9749515,77.6063599
Super built-up  Area,Ready To Move,Sathya Sai Layout,3 BHK,AritaFe,1291,3,0,62,12.989889,77.7186215
Super built-up  Area,Ready To Move,Kodichikkanahalli,4 BHK,Prowshi,1060,2,2,510,12.8966996,77.6124269
Super built-up  Area,19-Dec,Yelahanka,4 BHK,Shestlo,1575,2,3,201,13.1006982,77.5963454
Built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,NCarkna,1236,4,2,110,12.9558969,77.7405826
Super built-up  Area,18-Aug,Kereguddadahalli,2 BHK,ViistLa,2475,3,1,46,13.0787974,77.5164773
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,DSdorSp,4694,2,3,42,12.9055682,77.5455438
Super built-up  Area,17-Apr,Thanisandra,2 BHK,DSera S,1056,3,2,36,13.054713,77.6339258
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Amnavdr,3150,2,1,52,13.0170955,77.4829741
Super built-up  Area,Ready To Move,Hormavu,3 BHK,Prtanha,1185,4,1,162,13.016672,77.6548126
Super built-up  Area,Ready To Move,Harlur,2 BHK,ARureig,1200,18,1,53.7,12.9058923,77.675465
Super built-up  Area,17-Apr,Kudlu Gate,4 BHK,Prncyrn,2585.5,2,1,180,12.8899174,77.6396808
Super built-up  Area,18-Aug,HSR Layout,2 BHK,Sanzaat,1345,2,2,79.54,12.9116225,77.6388622
Super built-up  Area,Ready To Move,Jakkur,2 BHK,Veyal V,1510,3,2,44,13.0784743,77.6068938
Super built-up  Area,Ready To Move,Electronic City,2 BHK,HRaniIb,525,2,0,75,12.8487599,77.648253
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,GMown E,827.5,2,2,55,12.9136133,77.595695
Super built-up  Area,Ready To Move,Mahadevpura,3 BHK,Eladero,1100,2,1,110,12.9968412,77.6928386
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,Neisei ,2282,2,2,58,13.0027353,77.5703253
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,Sariaat,600,3,2,326,12.9018012,77.6641767
Built-up  Area,Ready To Move,Thanisandra,4 BHK,Oznzaes,1245,2,1,375,13.054713,77.6339258
Super built-up  Area,18-Apr,Kudlu Gate,2 BHK,Bhmesy ,1200,3,3,75,12.8899174,77.6396808
Super built-up  Area,Ready To Move,Chandapura,4 BHK,IDldsin,2100,2,1,180,12.8009043,77.7114908
Super built-up  Area,18-Jul,Jigani,3 BHK,SunceEs,3520,2,2,30.22,12.7756195,77.6324661
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,RothaVa,1041,4,2,80,12.9116225,77.6388622
Built-up  Area,19-Jun,Hosur Road,4 BHK,Caonand,1505,2,3,115,12.9193621,77.6214458
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,Saageat,1776,1,1,106,12.9104062,77.5951099
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,HMityld,1767,2,2,80,12.8856913,77.5526564
Super built-up  Area,21-Dec,Yelahanka,1 BHK,PrarePa,1293,2,2,27,13.1006982,77.5963454
Super built-up  Area,19-Dec,Kanakpura Road,1 BHK,Goues A,1280,3,1,42.535,12.8856913,77.5526564
Super built-up  Area,21-Dec,Hormavu,3 BHK,PrarePa,1245,2,1,53,13.016672,77.6548126
Carpet  Area,19-Jun,Sarjapur,4 BHK,Kolisl ,1100,2,1,115,12.9116225,77.6388622
Plot  Area,Ready To Move,Uttarahalli,4 BHK,BaisePa,1814,3,0,72,12.9055682,77.5455438
Super built-up  Area,Ready To Move,Sahakara Nagar,3 BHK,SLnssPr,1610,3,3,43.58,13.0621474,77.5800614
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,VincyRe,1600,3,2,46,12.9136133,77.595695
Super built-up  Area,Ready To Move,Hebbal,3 BHK,BriumMi,1452,3,1,200,13.0382184,77.5919
Super built-up  Area,Ready To Move,5th Phase JP Nagar,3 BHK,Brium C,1475,3,2,240,12.91241,77.591056
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Mangsr ,1353,2,1,54,12.9239386,77.6396966
Super built-up  Area,Ready To Move,Bannerghatta,3 BHK,Shthi S,4800,2,1,60,12.872129,77.5938554
Super built-up  Area,18-Jul,Bellandur,3 BHK,Mamespa,1270,3,3,150,12.9361208,77.6671843
Super built-up  Area,Ready To Move,Rajiv Gandhi Nagar,3 BHK,OriewLa,2695,2,2,89,13.0702555,77.5838453
Super built-up  Area,Ready To Move,Bhuvaneshwari Nagar,2 BHK,Almid P,1330,2,2,80,12.9232498,77.5493787
