sl_no,hospital_name,taluk,district,search_address,lat,lon
1393,Dr.Umamaheshwar Sindur,Vijayapura,Vijayapura,"Dr.Umamaheshwar Sindur, Vijayapura, Vijayapura, Karnataka, India",16.8287988,75.7177834
1394,Dr.G.R.Sajjan,Vijayapura,Vijayapura,"Dr.G.R.Sajjan, Vijayapura, Vijayapura, Karnataka, India",16.8287988,75.7177834
1395,Dr Rajashri G. Bhagavati Hospital,Vijayapura,Vijayapura,"Dr Rajashri G. Bhagavati Hospital, Vijayapura, Vijayapura, Karnataka, India",16.80500701,75.73041204
1396,Dr.Geeta.R.Choudhari,Vijayapura,Vijayapura,"Dr.Geeta.R.Choudhari, Vijayapura, Vijayapura, Karnataka, India",16.8287988,75.7177834
1397,Dr.Sunitha.P.Channal,Sindgi,Vijayapura,"Dr.Sunitha.P.Channal, Sindgi, Vijayapura, Karnataka, India",16.916401,76.230499
1398,Dr.Sharada.Kulkarni   Hospital,Sindgi,Vijayapura,"Dr.Sharada.Kulkarni   Hospital, Sindgi, Vijayapura, Karnataka, India",16.9099213,76.2313092
1399,Dr.Kiran Oswal  Hospital,Vijayapura,Vijayapura,"Dr.Kiran Oswal  Hospital, Vijayapura, Vijayapura, Karnataka, India",16.8287988,75.7177834
1400,Dr.Sumedha  Katti Hospital,Vijayapura,Vijayapura,"Dr.Sumedha  Katti Hospital, Vijayapura, Vijayapura, Karnataka, India",16.8287988,75.7177834
1401,Dr.Aditya Hospital,Vijayapura,Vijayapura,"Dr.Aditya Hospital, Vijayapura, Vijayapura, Karnataka, India",16.8287988,75.7177834
1402,Dr.Kruthika  Nagur.Hospital,Vijayapura,Vijayapura,"Dr.Kruthika  Nagur.Hospital, Vijayapura, Vijayapura, Karnataka, India",16.8287988,75.7177834
1403,Dr.Gangembika.Patil,Talikoti,Vijayapura,"Dr.Gangembika.Patil, Talikoti, Vijayapura, Karnataka, India",16.4774,76.310402
1404,Dr.Karchi.Hospital Talikoti,Talikoti,Vijayapura,"Dr.Karchi.Hospital Talikoti, Talikoti, Vijayapura, Karnataka, India",16.4783205,76.3081507
1405,Dr.G.R.Bhat Hospital,Talikoti,Vijayapura,"Dr.G.R.Bhat Hospital, Talikoti, Vijayapura, Karnataka, India",16.473333,76.307074
1406,Dr.Mamata.G.Kullolli  Hospital,Vijayapura,Vijayapura,"Dr.Mamata.G.Kullolli  Hospital, Vijayapura, Vijayapura, Karnataka, India",16.8287988,75.7177834
1407,Dr.B.M.Patil Medical College Hospital,Vijayapura,Vijayapura,"Dr.B.M.Patil Medical College Hospital, Vijayapura, Vijayapura, Karnataka, India",16.845107,75.710642
1408,Dr.Surekha.A.Nayak  Hospital,Vijayapura,Vijayapura,"Dr.Surekha.A.Nayak  Hospital, Vijayapura, Vijayapura, Karnataka, India",16.8287988,75.7177834
1409,Dr.Nirmala.A.Koti  Hospital,Vijayapura,Vijayapura,"Dr.Nirmala.A.Koti  Hospital, Vijayapura, Vijayapura, Karnataka, India",16.853311,75.711701
1410,Dr.Basanagouda. Patil  Patil,Vijayapura,Vijayapura,"Dr.Basanagouda. Patil  Patil, Vijayapura, Vijayapura, Karnataka, India",16.8287988,75.7177834
1411,Dr.Tehseen  Fathima.S.Mudhol.Hospital,Vijayapura,Vijayapura,"Dr.Tehseen  Fathima.S.Mudhol.Hospital, Vijayapura, Vijayapura, Karnataka, India",16.8287988,75.7177834
1412,Dr.Ayesha Parveen.M.Hathiwale Hospita,Vijayapura,Vijayapura,"Dr.Ayesha Parveen.M.Hathiwale Hospita, Vijayapura, Vijayapura, Karnataka, India",16.8287988,75.7177834
1413,Dr.Riyaz. Farooqui Trustee Aiameen  Hospita,Vijayapura,Vijayapura,"Dr.Riyaz. Farooqui Trustee Aiameen  Hospita, Vijayapura, Vijayapura, Karnataka, India",16.8287988,75.7177834
1414,Dr.Munir  Bangi  Hospital,Vijayapura,Vijayapura,"Dr.Munir  Bangi  Hospital, Vijayapura, Vijayapura, Karnataka, India",16.8274389,75.730604
1415,Dr.Vidya  A. Thobbi. Hospital,Vijayapura,Vijayapura,"Dr.Vidya  A. Thobbi. Hospital, Vijayapura, Vijayapura, Karnataka, India",16.8287988,75.7177834
1416,Dr.Sailaja.A.Inamadar Hospital,Vijayapura,Vijayapura,"Dr.Sailaja.A.Inamadar Hospital, Vijayapura, Vijayapura, Karnataka, India",16.8287988,75.7177834
1417,Dr.Pushpa.R. Tanga.Hospital,Vijayapura,Vijayapura,"Dr.Pushpa.R. Tanga.Hospital, Vijayapura, Vijayapura, Karnataka, India",16.8287988,75.7177834
1418,Dr.Laxmi.S.Sangolli  Hospital,Vijayapura,Vijayapura,"Dr.Laxmi.S.Sangolli  Hospital, Vijayapura, Vijayapura, Karnataka, India",16.8287988,75.7177834
1419,Dr.Vijaya.B.Biradar   Hospital,Vijayapura,Vijayapura,"Dr.Vijaya.B.Biradar   Hospital, Vijayapura, Vijayapura, Karnataka, India",16.8287988,75.7177834
1420,Dr.D.C.Patil.P.D.J.Hisukll  Hospital,Vijayapura,Vijayapura,"Dr.D.C.Patil.P.D.J.Hisukll  Hospital, Vijayapura, Vijayapura, Karnataka, India",16.8287988,75.7177834
1421,Dr.Sayashree  Mundewadi  Hospital,Vijayapura,Vijayapura,"Dr.Sayashree  Mundewadi  Hospital, Vijayapura, Vijayapura, Karnataka, India",16.8287988,75.7177834
1422,Dr.Deepa.M.Patil,Vijayapura,Vijayapura,"Dr.Deepa.M.Patil, Vijayapura, Vijayapura, Karnataka, India",16.802985,75.73141804
1423,Dr Usharani R  Sanjeev Hospital,Vijayapura,Vijayapura,"Dr Usharani R  Sanjeev Hospital, Vijayapura, Vijayapura, Karnataka, India",16.8287988,75.7177834
1424,Dr.S.R.Donagaon  Hospital,Indi,Vijayapura,"Dr.S.R.Donagaon  Hospital, Indi, Vijayapura, Karnataka, India",17.1756,75.954102
1425,Dr.Bharati.A.  Hospital,Indi,Vijayapura,"Dr.Bharati.A.  Hospital, Indi, Vijayapura, Karnataka, India",17.1756,75.954102
1426,Hegade Hospital Bankapur Road Mundgod -581349,Mundgod,Uttara Kannada,"Hegade Hospital Bankapur Road Mundgod -581349, Mundgod, Uttara Kannada, Karnataka, India",14.969697,75.041809
1427,Bhagavati Nursing Home Ib Road Yallapur,Yellapur,Uttara Kannada,"Bhagavati Nursing Home Ib Road Yallapur, Yellapur, Uttara Kannada, Karnataka, India",14.966073,74.714302
1428,Dr. Pikle S New Nursing Home Pikle Road Karwar,Karwar,Uttara Kannada,"Dr. Pikle S New Nursing Home Pikle Road Karwar, Karwar, Uttara Kannada, Karnataka, India",14.82783335,74.13689527
1429,Gurukrupa Nursing Home Main Road Kajubhag Karwar,Karwar,Uttara Kannada,"Gurukrupa Nursing Home Main Road Kajubhag Karwar, Karwar, Uttara Kannada, Karnataka, India",14.81952249,74.1324235
1430,Sanjeevini Hospital Bus Stand Road Haliytal,Haliyal,Uttara Kannada,"Sanjeevini Hospital Bus Stand Road Haliytal, Haliyal, Uttara Kannada, Karnataka, India",15.331914,74.766195
1431,"Arth Medical Center,Brahmana Galli Karwar",Karwar,Uttara Kannada,"Arth Medical Center,Brahmana Galli Karwar, Karwar, Uttara Kannada, Karnataka, India",14.8056853,74.1284887
1432,Achut Pandit  Hospital Kumbeshwar Road Kumta,Kumta,Uttara Kannada,"Achut Pandit  Hospital Kumbeshwar Road Kumta, Kumta, Uttara Kannada, Karnataka, India",14.4269031,74.4093674
1433,"Canara Health Care Center Kumta,Baggon Road Kumta",Kumta,Uttara Kannada,"Canara Health Care Center Kumta,Baggon Road Kumta, Kumta, Uttara Kannada, Karnataka, India",14.4237,74.415901
1434,"Ramaleela Hospital, Gandhi Nagar Kumta",Kumta,Uttara Kannada,"Ramaleela Hospital, Gandhi Nagar Kumta, Kumta, Uttara Kannada, Karnataka, India",14.439288,74.432134
1435,"Vastalya Healthcare Loins Nagar Yallapura Road,Sirsi",Sirsi,Uttara Kannada,"Vastalya Healthcare Loins Nagar Yallapura Road,Sirsi, Sirsi, Uttara Kannada, Karnataka, India",14.661853,74.906107
1436,Krishna Tookdar Hospital Banavasi Road Sirsi,Sirsi,Uttara Kannada,"Krishna Tookdar Hospital Banavasi Road Sirsi, Sirsi, Uttara Kannada, Karnataka, India",14.540933,75.013209
1437,Kamal Hospital &Mediacal Research Center Sundarnarayana  Tample Rod Ankola,Ankola,Uttara Kannada,"Kamal Hospital &Mediacal Research Center Sundarnarayana  Tample Rod Ankola, Ankola, Uttara Kannada, Karnataka, India",14.661,74.304604
1438,"Dr, V.K B Balkur Memorial Hospital Prabhat Road Honnavara-581334",Honavar,Uttara Kannada,"Dr, V.K B Balkur Memorial Hospital Prabhat Road Honnavara-581334, Honavar, Uttara Kannada, Karnataka, India",14.279916,74.447991
1439,Shridevi Multi Speciality  Hospital Bunder Road Honnavara -581334,Honavar,Uttara Kannada,"Shridevi Multi Speciality  Hospital Bunder Road Honnavara -581334, Honavar, Uttara Kannada, Karnataka, India",14.2768837,74.4450337
1440,Shivanugraha Nursing & Maternity Hospital Devikere Road Srisi-581401,Sirsi,Uttara Kannada,"Shivanugraha Nursing & Maternity Hospital Devikere Road Srisi-581401, Sirsi, Uttara Kannada, Karnataka, India",14.6209,74.833603
1441,Shamsnoor Nursing Home Gamsi Tower,Bhatkal,Uttara Kannada,"Shamsnoor Nursing Home Gamsi Tower, Bhatkal, Uttara Kannada, Karnataka, India",13.9952,74.549301
1442,Shekar Hospital 14Th Block New Cmc J. N Road Dandeli,Haliyal,Uttara Kannada,"Shekar Hospital 14Th Block New Cmc J. N Road Dandeli, Haliyal, Uttara Kannada, Karnataka, India",15.3319,74.766701
1443,"Rotary Charitable Hospital, Court Road Sirsi",Sirsi,Uttara Kannada,"Rotary Charitable Hospital, Court Road Sirsi, Sirsi, Uttara Kannada, Karnataka, India",14.6209,74.833603
1444,Shyam Hospital,Bangarapet,Kolar,"Shyam Hospital, Bangarapet, Kolar, Karnataka, India",13.003728,78.174429
1445,Mythili Mannan Hospital,Kolar Gold Field,Kolar,"Mythili Mannan Hospital, Kolar Gold Field, Kolar, Karnataka, India",12.9704749,78.2683931
1446,Arugraha Health Care,Kolar,Kolar,"Arugraha Health Care, Kolar, Kolar, Karnataka, India",13.13768,78.12999
1447,Hope Hospital,Kolar,Kolar,"Hope Hospital, Kolar, Kolar, Karnataka, India",13.1320314,78.1362171
1448,Lakshmi Hospital,Kolar,Kolar,"Lakshmi Hospital, Kolar, Kolar, Karnataka, India",13.1305138,78.1318706
1449,Shreya Hospital,Kolar,Kolar,"Shreya Hospital, Kolar, Kolar, Karnataka, India",13.1370732,78.136488
1450,New Kolar Nursing Home,Kolar,Kolar,"New Kolar Nursing Home, Kolar, Kolar, Karnataka, India",13.1305112,78.1321867
1451,Navarathna Surgical And Maeternity Home,Kolar,Kolar,"Navarathna Surgical And Maeternity Home, Kolar, Kolar, Karnataka, India",13.13768,78.12999
1452,R L Jalappa Hospital And Research Center,Kolar,Kolar,"R L Jalappa Hospital And Research Center, Kolar, Kolar, Karnataka, India",13.13768,78.12999
1453,Srinivasa Nursing Home,Kolar,Kolar,"Srinivasa Nursing Home, Kolar, Kolar, Karnataka, India",13.1390239,78.1302325
1454,Poornima Hospital,Mulbagal,Kolar,"Poornima Hospital, Mulbagal, Kolar, Karnataka, India",13.1647,78.394203
1455,Venkateshwara Orthopedical Maternity Home,Mulbagal,Kolar,"Venkateshwara Orthopedical Maternity Home, Mulbagal, Kolar, Karnataka, India",13.1647,78.394203
1456,Pavan  Hospital,Srinivaspur,Kolar,"Pavan  Hospital, Srinivaspur, Kolar, Karnataka, India",13.3408747,78.2110899
1457,Sanjeevini Maternity Fertility Center,Raichur,Raichur,"Sanjeevini Maternity Fertility Center, Raichur, Raichur, Karnataka, India",16.204452,77.341118
1458,Shri Harvi Hospital,Raichur,Raichur,"Shri Harvi Hospital, Raichur, Raichur, Karnataka, India",16.205445,77.356225
1459,Neo Fortune Hospital,Raichur,Raichur,"Neo Fortune Hospital, Raichur, Raichur, Karnataka, India",16.2010077,77.3558043
1460,Balanku Hospital,Raichur,Raichur,"Balanku Hospital, Raichur, Raichur, Karnataka, India",16.211591,77.3599659
1461,Navoday Medical College & Hospital,Raichur,Raichur,"Navoday Medical College & Hospital, Raichur, Raichur, Karnataka, India",16.185722,77.367215
1462,Shri Shivam Hospital,Raichur,Raichur,"Shri Shivam Hospital, Raichur, Raichur, Karnataka, India",16.2079975,77.3513061
1463,Bettadur Hospital,Raichur,Raichur,"Bettadur Hospital, Raichur, Raichur, Karnataka, India",16.208512,77.357096
1464,Yeshodhara Hospital,Raichur,Raichur,"Yeshodhara Hospital, Raichur, Raichur, Karnataka, India",16.215013,77.352744
1465,Sai Fertility Center,Raichur,Raichur,"Sai Fertility Center, Raichur, Raichur, Karnataka, India",16.20546,77.35567
1466,Janani Hospital,Raichur,Raichur,"Janani Hospital, Raichur, Raichur, Karnataka, India",16.20310024,77.35322298
1467,Sanjeevini Hospital,Raichur,Raichur,"Sanjeevini Hospital, Raichur, Raichur, Karnataka, India",16.2021894,77.3443839
1468,Vijaya Vitthal Nursing Home,Raichur,Raichur,"Vijaya Vitthal Nursing Home, Raichur, Raichur, Karnataka, India",16.1978661,77.3437519
1469,Amareshwar Scanning Center,Sindhnur,Raichur,"Amareshwar Scanning Center, Sindhnur, Raichur, Karnataka, India",15.7702961,76.7508278
1470,Suraksha Hospital & Maternity Hospital,Sindhnur,Raichur,"Suraksha Hospital & Maternity Hospital, Sindhnur, Raichur, Karnataka, India",16.208692,77.351332
1471,Shri Shankar Maternity Hospital,Sindhnur,Raichur,"Shri Shankar Maternity Hospital, Sindhnur, Raichur, Karnataka, India",15.7660677,76.7552177
1472,Veer Gangadhar Hospital,Sindhnur,Raichur,"Veer Gangadhar Hospital, Sindhnur, Raichur, Karnataka, India",15.7660677,76.7552177
1473,Sri Bhavani Nursing Home,Maski,Raichur,"Sri Bhavani Nursing Home, Maski, Raichur, Karnataka, India",15.959006,76.655706
1474,Vijaya Nursing Home,Maski,Raichur,"Vijaya Nursing Home, Maski, Raichur, Karnataka, India",15.958956,76.655246
1475,Annapurna Nursing Home,Maski,Raichur,"Annapurna Nursing Home, Maski, Raichur, Karnataka, India",15.954067,76.655576
1476,Pujya Sharan Basava Nursing Home,Maski,Raichur,"Pujya Sharan Basava Nursing Home, Maski, Raichur, Karnataka, India",16.2042306,77.3536983
1477,Vanita Prabhakar Nursing Home,Manvi,Raichur,"Vanita Prabhakar Nursing Home, Manvi, Raichur, Karnataka, India",15.999143,77.043471
1478,Amar Hospital,Raichur,Raichur,"Amar Hospital, Raichur, Raichur, Karnataka, India",16.20310024,77.35322298
1479,Basavasri Nursing Home,Lingsugur,Raichur,"Basavasri Nursing Home, Lingsugur, Raichur, Karnataka, India",16.154993,76.527216
1480,Dr Rajeshwari Hospital,Devadurga,Raichur,"Dr Rajeshwari Hospital, Devadurga, Raichur, Karnataka, India",16.4216876,76.9354759
1481,Adarsha Hospital,Puttur,Dakshina Kannada,"Adarsha Hospital, Puttur, Dakshina Kannada, Karnataka, India",12.7652471,75.2078006
1482,Aj Hospital & Research Centre,Mangaluru,Dakshina Kannada,"Aj Hospital & Research Centre, Mangaluru, Dakshina Kannada, Karnataka, India",12.898212,74.845744
1483,Alvas Health Centre,Mangaluru,Dakshina Kannada,"Alvas Health Centre, Mangaluru, Dakshina Kannada, Karnataka, India",13.068742,74.993515
1484,Ashwini Hospital,Puttur,Dakshina Kannada,"Ashwini Hospital, Puttur, Dakshina Kannada, Karnataka, India",12.830884,75.413181
1485,Atharva Ortho Care,Mangaluru,Dakshina Kannada,"Atharva Ortho Care, Mangaluru, Dakshina Kannada, Karnataka, India",12.8679966,74.8426871
1486,Athena Hospital,Mangaluru,Dakshina Kannada,"Athena Hospital, Mangaluru, Dakshina Kannada, Karnataka, India",12.86801,74.848246
1487,Balmatta Health Centre,Mangaluru,Dakshina Kannada,"Balmatta Health Centre, Mangaluru, Dakshina Kannada, Karnataka, India",12.86955766,74.85109715
1488,Benaka Health Centre,Beltangadi,Dakshina Kannada,"Benaka Health Centre, Beltangadi, Dakshina Kannada, Karnataka, India",12.9961852,75.3216588
1489,Bhat Nursing Home,Mangaluru,Dakshina Kannada,"Bhat Nursing Home, Mangaluru, Dakshina Kannada, Karnataka, India",12.8879358,74.8332147
1490,Chc Modbidre,Mangaluru,Dakshina Kannada,"Chc Modbidre, Mangaluru, Dakshina Kannada, Karnataka, India",12.8679966,74.8426871
1491,Chc Mulky,Mangaluru,Dakshina Kannada,"Chc Mulky, Mangaluru, Dakshina Kannada, Karnataka, India",12.8679966,74.8426871
1492,Chethana Hospital,Puttur,Dakshina Kannada,"Chethana Hospital, Puttur, Dakshina Kannada, Karnataka, India",12.75896,75.20235
1493,Chira Shree Nursing Home,Mangaluru,Dakshina Kannada,"Chira Shree Nursing Home, Mangaluru, Dakshina Kannada, Karnataka, India",12.990514,74.7997363
1494,City Hospital,Mangaluru,Dakshina Kannada,"City Hospital, Mangaluru, Dakshina Kannada, Karnataka, India",12.8679966,74.8426871
1495,Concetta Hospital,Mangaluru,Dakshina Kannada,"Concetta Hospital, Mangaluru, Dakshina Kannada, Karnataka, India",12.8679966,74.8426871
1496,Dhanvathari Hospital,Puttur,Dakshina Kannada,"Dhanvathari Hospital, Puttur, Dakshina Kannada, Karnataka, India",12.7585748,75.2106791
1497,Dr Rekhalatha  Clinic,Mangaluru,Dakshina Kannada,"Dr Rekhalatha  Clinic, Mangaluru, Dakshina Kannada, Karnataka, India",12.8679966,74.8426871
1498,Father Muller Hospital,Bantval,Dakshina Kannada,"Father Muller Hospital, Bantval, Dakshina Kannada, Karnataka, India",12.866926,74.861239
1499,Father Muller  Medical College Hospital,Mangaluru,Dakshina Kannada,"Father Muller  Medical College Hospital, Mangaluru, Dakshina Kannada, Karnataka, India",12.809283,74.891894
1500,Fr.  L.M Pinto Health Centre Charitabletust ®,Beltangadi,Dakshina Kannada,"Fr.  L.M Pinto Health Centre Charitabletust ®, Beltangadi, Dakshina Kannada, Karnataka, India",12.9891,75.276199
1501,G. V. Pai Memorial Hospital,Mangaluru,Dakshina Kannada,"G. V. Pai Memorial Hospital, Mangaluru, Dakshina Kannada, Karnataka, India",13.06953,74.99916
1502,G. R Medical College Hospital,Mangaluru,Dakshina Kannada,"G. R Medical College Hospital, Mangaluru, Dakshina Kannada, Karnataka, India",12.869798,74.844102
1503,Gh Hospital Putturu,Puttur,Dakshina Kannada,"Gh Hospital Putturu, Puttur, Dakshina Kannada, Karnataka, India",12.76327452,75.20199706
1504,Govt. Ladygoshen Hospital Manglore,Mangaluru,Dakshina Kannada,"Govt. Ladygoshen Hospital Manglore, Mangaluru, Dakshina Kannada, Karnataka, India",12.8648241,74.8387028
1505,Hariram Memorial Medical Centre,Mangaluru,Dakshina Kannada,"Hariram Memorial Medical Centre, Mangaluru, Dakshina Kannada, Karnataka, India",12.8679966,74.8426871
1506,Hitha Multi Speciality Centre,Puttur,Dakshina Kannada,"Hitha Multi Speciality Centre, Puttur, Dakshina Kannada, Karnataka, India",12.8735569,74.8558396
1507,Indira Hospital,Mangaluru,Dakshina Kannada,"Indira Hospital, Mangaluru, Dakshina Kannada, Karnataka, India",12.867961,74.850131
1508,Jayashree Nursing Home,Mangaluru,Dakshina Kannada,"Jayashree Nursing Home, Mangaluru, Dakshina Kannada, Karnataka, India",12.872178,74.842228
1509,Justice Ks Hegde Charitable Hospital,Mangaluru,Dakshina Kannada,"Justice Ks Hegde Charitable Hospital, Mangaluru, Dakshina Kannada, Karnataka, India",12.8679966,74.8426871
1510,Kanachuru Hospital & Research Centre,Mangaluru,Dakshina Kannada,"Kanachuru Hospital & Research Centre, Mangaluru, Dakshina Kannada, Karnataka, India",12.898212,74.845744
1511,Kmc Hospital Jyothi,Mangaluru,Dakshina Kannada,"Kmc Hospital Jyothi, Mangaluru, Dakshina Kannada, Karnataka, India",12.8717822,74.8483731
1512,Kmc Hospital Attavara,Mangaluru,Dakshina Kannada,"Kmc Hospital Attavara, Mangaluru, Dakshina Kannada, Karnataka, India",12.8717822,74.8483731
1513,Kvg Medical College & Hospital,Sulya,Dakshina Kannada,"Kvg Medical College & Hospital, Sulya, Dakshina Kannada, Karnataka, India",12.553411,75.384321
1514,Mahaveera Medical Centre,Puttur,Dakshina Kannada,"Mahaveera Medical Centre, Puttur, Dakshina Kannada, Karnataka, India",12.7656134,75.1958756
1515,Mangala Hospital & Mangala Kidney Foundation,Mangaluru,Dakshina Kannada,"Mangala Hospital & Mangala Kidney Foundation, Mangaluru, Dakshina Kannada, Karnataka, India",12.8679966,74.8426871
1516,Mangalore Nusring Home,Mangaluru,Dakshina Kannada,"Mangalore Nusring Home, Mangaluru, Dakshina Kannada, Karnataka, India",12.8679966,74.8426871
1517,Netharji Yelllappa Hospital,Mangaluru,Dakshina Kannada,"Netharji Yelllappa Hospital, Mangaluru, Dakshina Kannada, Karnataka, India",12.81571,74.85894
1518,Omega Hospital,Mangaluru,Dakshina Kannada,"Omega Hospital, Mangaluru, Dakshina Kannada, Karnataka, India",12.8679966,74.8426871
1519,Padmavathi Hospital,Mangaluru,Dakshina Kannada,"Padmavathi Hospital, Mangaluru, Dakshina Kannada, Karnataka, India",12.991565,74.800293
1520,Patrao Hospital,Puttur,Dakshina Kannada,"Patrao Hospital, Puttur, Dakshina Kannada, Karnataka, India",12.762298,75.2002578
1521,Pragathi Hospital,Puttur,Dakshina Kannada,"Pragathi Hospital, Puttur, Dakshina Kannada, Karnataka, India",12.762298,75.2002578
1522,Pranasanna College Of Ayurveda & Hospital,Beltangadi,Dakshina Kannada,"Pranasanna College Of Ayurveda & Hospital, Beltangadi, Dakshina Kannada, Karnataka, India",12.9891,75.276199
1523,Putturu City Hospital,Puttur,Dakshina Kannada,"Putturu City Hospital, Puttur, Dakshina Kannada, Karnataka, India",12.76171,75.20685
1524,Raghavendra Nursing Home,Beltangadi,Dakshina Kannada,"Raghavendra Nursing Home, Beltangadi, Dakshina Kannada, Karnataka, India",12.9891925,75.2775774
1525,Rr Metarnity Hospital,Bantval,Dakshina Kannada,"Rr Metarnity Hospital, Bantval, Dakshina Kannada, Karnataka, India",12.947486,75.164677
1526,Scs Hospital,Mangaluru,Dakshina Kannada,"Scs Hospital, Mangaluru, Dakshina Kannada, Karnataka, India",12.8679966,74.8426871
1527,Shreedevi Nursing Home,Mangaluru,Dakshina Kannada,"Shreedevi Nursing Home, Mangaluru, Dakshina Kannada, Karnataka, India",12.8679966,74.8426871
1528,Somayaji Hospital,Bantval,Dakshina Kannada,"Somayaji Hospital, Bantval, Dakshina Kannada, Karnataka, India",12.8824339,75.0318292
1529,Srinivas Insitute Of Medical Sciences & Research Centre,Mangaluru,Dakshina Kannada,"Srinivas Insitute Of Medical Sciences & Research Centre, Mangaluru, Dakshina Kannada, Karnataka, India",12.8679966,74.8426871
1530,Tara Hospital,Mangaluru,Dakshina Kannada,"Tara Hospital, Mangaluru, Dakshina Kannada, Karnataka, India",12.8679966,74.8426871
1531,Unity Hospital,Mangaluru,Dakshina Kannada,"Unity Hospital, Mangaluru, Dakshina Kannada, Karnataka, India",12.8675707,74.8537729
1532,Vijaya Clinic Maternity & Surgical Nursing Hospital,Mangaluru,Dakshina Kannada,"Vijaya Clinic Maternity & Surgical Nursing Hospital, Mangaluru, Dakshina Kannada, Karnataka, India",12.8679966,74.8426871
1533,Vijaya Nursing Home,Mangaluru,Dakshina Kannada,"Vijaya Nursing Home, Mangaluru, Dakshina Kannada, Karnataka, India",12.960929,74.932894
